author_id_x,text_x,author_id_y,text_y
118485,@AirAsiaSupport I need to change email in my booking. Need to add luggage to travel... Helpz,AirAsiaSupport,"@118485 Hi there, we have replied via DM. Kindly check your inbox. Thanks-Sha"
118609,@AirAsiaSupport hi Airasia. Just wondering why my big points are not credit in my account yet? Been waiting for a week now,AirAsiaSupport,"@118609 Hi there, we have assisted you via DM. Kindly check your inbox. Thanks-Sha"
118610,@AirAsiaSupport,AirAsiaSupport,"@118610 Good day to you, Mint. How may we assist you? Thanks-Sha"
118892,@AirAsiaSupport I requested for flight change for booking number ILFH6G. Last update by DM said this is submitted but No confirmation yet,AirAsiaSupport,"@118892 Hi There, we has respond you by DM, see you there! - Anwar"
118893,"@1238 @115802 @AirAsiaSupport @118894 thanks to delayed flights, spend vacation time at airport. #bummer no help from staff",AirAsiaSupport,@118893 Apologize for the inconvenience caused. May we know your booking number please ? Thank you- Mariya
118895,@115802 @AirAsiaSupport I want to add the baggage but I have web check in. Can you help me to directions for adding baggage? Thanks,AirAsiaSupport,"@118895 you can do it here via DM. Let us know your desired add ons,for whom,which sector and you will be assisted accordingly =) Mariya"
118896,@AirAsiaSupport,AirAsiaSupport,"@118896 Hi Aot,Good day to you . How may we assist you ?Thanks-Mariya"
119027,@AirAsiaSupport 00234349 please help,AirAsiaSupport,"@119027 Hi There, we has respond you via DM. see you there!- Anwar"
119028,"@AirAsiaSupport , I forgot to select gender while booking tickets. It was assigned as Mr instead of Ms. Can you help how to change this.",AirAsiaSupport,"@119028 Sure, Chaithanya. Kindly DM us the booking number. We will get it checked and advise accordingly. Thanks-Sha"
119029,@AirAsiaSupport ทำไมจองตั๋วในแอพแล้วไม่ขึ้นตรงบุ๊คกิ้งของเราคะ?,AirAsiaSupport,"@119029 Hi there, is it okay we assist you in English? Thanks-Sha"
119030,"@AirAsiaSupport 
hi",AirAsiaSupport,"@119030 Hi Yusof, how may we help you today? Any booking number to check? - Fam"
119142,@AirAsiaSupport - landed from Bangkok by Air Asia flight and luggage was broken during flight for my brother in law. Waited almost 30 mnts but no air asia staff at counter. Now left the airport. Pics attached. Kindly solve this. https://t.co/Fy2s0fsMu0,AirAsiaSupport,"@119142 &gt;&gt;and contact number via DM, Thank you- Mariya"
119142,@AirAsiaSupport - landed from Bangkok by Air Asia flight and luggage was broken during flight for my brother in law. Waited almost 30 mnts but no air asia staff at counter. Now left the airport. Pics attached. Kindly solve this. https://t.co/Fy2s0fsMu0,AirAsiaSupport,"@119142 Hi Vinod, Apologize for the inconvenience caused, Appreciate you able provide us your booking number &gt;&gt;"
119314,@AirAsiaSupport hi I need help with my booking,AirAsiaSupport,"@119314 Hi there, Feancy! How may we assist you with your booking? -Miza"
119435,"@AirAsiaSupport 
予約できていますか？
予約番号  JJ9RPC
予約できていますか？",AirAsiaSupport,"@119435 Hi Eiji, is it okay we assist you in English? Thanks-Sha"
119436,@AirAsiaSupport i wanna know about fees and charge in a  Checked Baggage,AirAsiaSupport,@119436 Can we have your booking number? We will check manually for you from our end. Thanks-Sha
119436,@AirAsiaSupport i wanna know about fees and charge in a  Checked Baggage,AirAsiaSupport,"@119436 Hi Diany, at the moment fee and charge website is under maintenance. &gt;&gt;&gt;"
119525,@AirAsiaSupport อยากสอบถามถ้าลูกค้าอยากซื้อตั๋วแต่จะทำเป็น Gift Voucher ต้องทำอย่างไรบ้าง ติดต่อไปหลายทางแล้ว แต่ไม่เคยได้คำตอบครับ,AirAsiaSupport,"@119525 Hi Tohplatu, kindly tweet us in English or you may contact Thailand Call Centre +66 2 515 9999 for further assistance. Thanks -Mar"
119603,"@AirAsiaSupport Hi. I have booking my ticket from KL- Sydney on 28may2018. It was my mistake, it should be Sydney-KL. So can I change?",AirAsiaSupport,"@119603 Hi There,kindly DM us your booking number for us to assist you further :) - Anwar"
119604,"@AirAsiaSupport i've making flight ticket reservation, but i doubt about my data passpor country publisher, can you check them?",AirAsiaSupport,"@119604 Hi, kindly DM us your booking number and provided nationality. We will get it checked accordingly.Thanks - Ed"
119605,@AirAsiaSupport : i use to buy tickets on your app but tonight I have this message ...can you resolve my problem? https://t.co/inKdT7TPxd,AirAsiaSupport,@119605 we are terribly sorry for the inconvenience. Try uninstall and reinstall said app. It should be working fine =)- Mariya
119774,"@AirAsiaSupport hi, how much time that I can get the answer? Pls check my DM",AirAsiaSupport,@119774 we have replied you via DM.Thanks-Emir
119775,@115802 @118894 at duty free shop they ask me buy stuff to get the sealed bag 2/2,AirAsiaSupport,"@119775 Hi Prerak, the advise is actually correct. Please get the Sealed Bag from the Duty Free shop if you wish to bring in bottled liquids. -Floi"
119873,@AirAsiaSupport i made a booking yesterday and still not received confirmation email or itinerary. the money has been deducted from bank acc,AirAsiaSupport,@119873 we have replied you via DM.Thanks-Emir
120017,"@AirAsiaSupport hello, i didnt receive any email regarding reschedule of my flight ticket. Please assist me asap",AirAsiaSupport,"@120017 Hi Amir, Appreciate you able provide us booking number? For us check further . Thank you- Mariya"
120018,@AirAsiaSupport,AirAsiaSupport,"@120018  Hi There,how may we assist you in here? - Anwar"
120019,Hye my transaction authorasation code for booking is dia debit card is 028867..payment is made havent receive any notification...,AirAsiaSupport,"@120019 Hi Syed, we have assisted you via DM, kindly check your inbox. Thanks-Sha"
120020,Hi @AirAsiaSupport I just filled the e-form to change the name,AirAsiaSupport,"@120020 Hi Yeo, Appreciate you able provide us the booking number ? for us checking further. Thank you- Mariya"
120079,@AirAsiaSupport need help with managing booking details. Ur site is down and live chat isnt alive at all.,AirAsiaSupport,@120079 Is there any booking number to check? Thanks-Sha
120079,@AirAsiaSupport need help with managing booking details. Ur site is down and live chat isnt alive at all.,AirAsiaSupport,"@120079 Our sincere apologies on late reply, Lyn. Kindly elaborate further about your concern in order for us to assist you. Thanks-Sha"
120080,@AirAsiaSupport what will happen if you received a booking confirmation via email but you card has not yet been charge? should i be worry?,AirAsiaSupport,"@120080 Hi Mary, kindly DM us your booking number for us to check further :) Anwar"
120081,"@AirAsiaSupport please check DM, waiting for reply",AirAsiaSupport,"@120081 Hi Hoon, we has respond via DM, see you there!- Anwar"
120159,"@AirAsiaSupport UGDB3P can you check we receive notification of change flight, can this booking change to flight AK 5136 at 8am. 1pax only",AirAsiaSupport,"@120159 Hi There, we has respond you via DM, see you there!- Anwar"
120212,"@AirAsiaSupport Hi.I made payment for add ons but did not received any receipt for it.Can you please check?booking no.TPYKFN, LF5H2L&amp;YK3IQC?",AirAsiaSupport,"@120212 Hi Dayana, we do resend itinerary to __email__, can you please check your email. :) have a good day - Fam"
120213,@AirAsiaSupport I'm trying to cancel a booking made for today's flight. Is it possible?,AirAsiaSupport,"@120213 Hi Jo's, we don't allow cancellation as payment made is non-refundable, but may we have your booking number? - Fam"
120307,"@AirAsiaSupport I have checked in, but now need to split the itinerary. Booking number SSW3GE. Please help!",AirAsiaSupport,@120307 Hi Nahledge. Once the booking is within 48 hours and checked in. Booking split cannot be done .Thanks-Emir
120308,@AirAsiaSupport hello. Is there any service for shipping house pet? And what are the procedures?,AirAsiaSupport,@120308 Sorry but we do not carry pets/animal on all our flights Siaw.  -Yana
120378,"@AirAsiaSupport need help i have check in but is having an issue. It is written this is not a Boarding pass.The booking no. IERZ6V, AWG8VX",AirAsiaSupport,"@120378 Hi There, we has respond you via DM, see you there!- Anwar"
120379,@AirAsiaSupport please share your singapore call centre contact details .. need to change urgent booking,AirAsiaSupport,"@120379 Sorry for the inconvenience, Gauri. May we have the preferred move flight date and time? -Miza"
120380,@AirAsiaSupport thanks for correcting my flight passenger name :) https://t.co/GeZnywMj29,AirAsiaSupport,"@120380 Our pleasure, Aulia. Take care and have a great day ahead! :) -Miza"
120381,"@AirAsiaSupport bookd rtrn flights frm website wid booking OJJWMC, fr wich amnt  debitd from bank accnt but bookings r nt yet confrmed.",AirAsiaSupport,"@120381 We will assist you via DM, Harpalsinh. :) -Miza"
120527,"@AirAsiaSupport Hi AirAsia, Due to unforeseen circumstances,I have to abandon my trip. Is it allowed to my ticket change to other's name?Thx",AirAsiaSupport,@120527 you are not allowed to substitute the passenger named in the confirmed booking with another passenger’s name. Thanks-Sha
120527,"@AirAsiaSupport Hi AirAsia, Due to unforeseen circumstances,I have to abandon my trip. Is it allowed to my ticket change to other's name?Thx",AirAsiaSupport,"@120527 Sincerely apologies, Vinci Once a booking number has been issued, &gt;&gt;"
120528,@AirAsiaSupport Hi! I sent a dm to you. Pls reply. ☺️,AirAsiaSupport,"@120528 We have replied to your DM, Cheska. :) -Miza"
120595,@AirAsiaSupport hi why can’t I seem to add on checked baggage of 20kg? It only gives me the 40kg option. My booking no BKNWYZ. Thanks,AirAsiaSupport,@120595 Our sincere apologies on late reply. As we check you have added 25 KG already. &gt;&gt;&gt;
120595,@AirAsiaSupport hi why can’t I seem to add on checked baggage of 20kg? It only gives me the 40kg option. My booking no BKNWYZ. Thanks,AirAsiaSupport,@120595 Do let us know if any further assistance is needed. Thank you and have a great day. Thanks-Sha
120596,"@AirAsiaSupport Hi, is it ok for me to fly, if the nationality in my ticket are blank? this is for domesctic flight https://t.co/XWQqZRw89h",AirAsiaSupport,@120596 There is no issues. as you can even have it updated at the counter. Generally for domestic flight it is not needed.Thanks-Emir
120597,@115802 @AirAsiaSupport my flight ak37 delayed by 40 minutes. I missed my nxt flight bcoz of this. The staff says they can't help.,AirAsiaSupport,"@120597 Sorry for the inconvenience, Dnyan. May we have the booking number to check? -Miza"
120669,@118894 @1238 @AirAsiaSupport my SG3ZGF flt no 151322 mvd to winter schd for more thn 3hr I hv a critical app at 3 tht day help,AirAsiaSupport,"@120669 Sorry for the delay, Runa. We've replied your DM. Please check it out. Thanks. -Floi"
120670,@AirAsiaSupport I want to make changes for booking BRUIYE but this booking not show in my booking list (book via mobile apps) Please advise,AirAsiaSupport,"@120670 Oh, we have link it to your account, Shiera. Check it out! :) -Miza"
120670,@AirAsiaSupport I want to make changes for booking BRUIYE but this booking not show in my booking list (book via mobile apps) Please advise,AirAsiaSupport,"@120670 Hi Shiera, kindly DM us the booking number and Email ID for a check. Thank you. -Miza"
120671,@AirAsiaSupport I have buy baggage with my ticket if I didn’t flight..can I ask my friend send me back baggage??,AirAsiaSupport,"@120671 Hi Moh, may we have your booking number please ? before advice further. Thank you-mariya"
120672,Booking No:  IQEGKX https://t.co/9BHL5vqkE8,AirAsiaSupport,"@120672 Hi Salma, may you DM us for the guest passport copy for a name correction. :) - Fam"
120673,"@AirAsiaSupport @115798, U reschduled my children's flight 5 nov, jb-kl. ERYIHE, i ask for credit refund. U didnt complete my request.",AirAsiaSupport,@120673 We have replied you via DM.Thanks-Emir
120674,"@AirAsiaSupport hi, how do i use my voucher as it has 17 digit code. I tried to enter but it stopped at 8th digit. Pls help",AirAsiaSupport,"@120674 We are able to do it at https://t.co/COI3t6uCzm, Nizam. Please clear your browser's history, cookies and cache. -Miza"
120675,@AirAsiaSupport Hello Airasia. Is there any way I could retrieve my boarding pass for my past flights? Thank you.,AirAsiaSupport,@120675 via email Form at https://t.co/yUyvTZDtHT. Thank :) - Fam
120675,@AirAsiaSupport Hello Airasia. Is there any way I could retrieve my boarding pass for my past flights? Thank you.,AirAsiaSupport,"@120675 Hi Jojo, oh no! For the passed flight you only can request boarded letter which is you have to fill up &gt;&gt;"
120823,@AirAsiaSupport How 2 change my air ticket AK6441 frm 2/11/17 -early morning 3/11/2017?Can i get ur call centre no.. TQ https://t.co/RTrlecQrYz,AirAsiaSupport,"@120823 Hi Zahari, sorry but flight change can only be done up to 48 hours before departure. Thank you. -Miza"
120825,"@AirAsiaSupport hi, i nak cari ticket pergi jogjakarta, ape maksud ""+1 Flight arrives next day"" sebab x dalam list  how to book this flight",AirAsiaSupport,@120825 Hi MsGedixs +1 itu maksudnya flight itu akan sampai pada hari keesokkannya .Thanks-Emir
120826,Hi @AirAsiaSupport! I would like to know whether there is maximum dimension for baggage allowance? Thank you :),AirAsiaSupport,"@120826 Hi,The allowable baggage dimensions for checked baggage are not more that 81cm in in depth X 119cm wide X 119cm height.Thank-Mar"
120880,"@115802 ’s TREATMENT OF IT’S CUSTOMERS IS THE WORST
Cancelling flights, flight 8hrs earlier no response from @AirAsiaSupport case:00231766",AirAsiaSupport,@120880 Hi Robert. We have replied you via DM.Thanks-Emir
120881,"@AirAsiaSupport i did not receive insurance cert for booking no. BM2QRT, can you email the cert to me? Thanks",AirAsiaSupport,"@120881 Hi there, we have assisted you via DM. Kindly check inbox. Thanks-Sha"
121016,@AirAsiaSupport hi. I mistakenly filled in the wrong DOB. Mine should have been 03/03/1999 instead of 03/03/1997. Please help.,AirAsiaSupport,@121016 Kindly DM us the booking number with copy of passport (International) or NRIC (Domestic) for further assistance.-Sha
121017,"@AirAsiaSupport hi, please change a tittle at the booking number: OIKTGS. Should be Mr. Mulyadi Pauzi. -Erorr always made Ms. in the app for first name. Thankyou",AirAsiaSupport,@121017 We have amended accordingly and resent the itinerary. Kindly check your mailbox. Thanks-Sha
121018,"@AirAsiaSupport 
Booking number EIB33P
NAME: SOO KIM HUAN 
Accidentally key in as Male. 
Should be Female. Please assist to amend.",AirAsiaSupport,@121018 We have amended accordingly and resent the itinerary. Kindly check your mailbox. Thanks-Sha
121019,@AirAsiaSupport hi AirAsia! Can you help me? I wanna make full refundable.,AirAsiaSupport,"@121019 Hi Aftah, Can we have your booking number for further assistance. Thanks-Sha"
121020,"@AirAsiaSupport 
Hi. Could you give a favour ? I’d like to know my flight booking. I booked  sgn-kul-cts. Time is about 16 start.Thank you.",AirAsiaSupport,"@121020 Hi there, sure, but we need more information. Kindly DM us the guest's full name, email address used and flight dates. -Miza"
121021,@AirAsiaSupport i want cancel my flight booking and get refund. just text you pls check asap!,AirAsiaSupport,"@121021 Hi Aisham, we're sorry to inform you, there's no cancellation are allowed after booking has been confirm. Thank - Fam"
121144,@AirAsiaSupport,AirAsiaSupport,"@121144 Hi there, Ronald! How  may we assist you? -Miza"
121210,@AirAsiaSupport how is the flight Status to Denpasar/Bali because the volcano Eruption?! And can i change or cancel my flight?,AirAsiaSupport,@121210 Please provide your booking number to check and we will advice you accordingly. Thanks-Emir
121211,"@AirAsiaSupport dear cheats..... Do not take bookings on an offer wen u hav no intention of fulfilling it. You cancel the flight nd issue no flights for 1 month after accepting bookings?
Will you compensate for my ticket/hotel bookings in Australia. Bloody cheats",AirAsiaSupport,@121211 May we have your booking number for a check please Manoj? =) Yana
121212,"@AirAsiaSupport
Is bali airport open",AirAsiaSupport,@121212 we have replied you via DM.Thanks-Emir
121213,@AirAsiaSupport how are bali flights from Perth tracking today,AirAsiaSupport,@121213 As of now only certain flights are affected.May we have your booking number to check and confirm ? Thanks-Emir
121270,"@AirAsiaSupport I have made a booking for my friend but the spelling with one alphabet wrong, how can i amend it?",AirAsiaSupport,"@121270 Hi Denise, we can help you on it, just provide us the booking number and guest IC/Passport copy. Thanks - Fam"
121271,"@AirAsiaSupport hi may I know if infants below 1 year needs to buy a seat? If she/he sitting on lap,what are the charges?",AirAsiaSupport,@121271 https://t.co/jNMqRBUZdx for fees and charges list ya Bassman -Yana
121271,"@AirAsiaSupport hi may I know if infants below 1 year needs to buy a seat? If she/he sitting on lap,what are the charges?",AirAsiaSupport,@121271 No infants are add ons and do not need a seat since they will be seated on guardians lap. Please proceed to &gt;&gt;
121275,Putangina ka @115802 @121276 @AirAsiaSupport you are wasting my time with your nonsense excuses!!! This will be my last flight!,AirAsiaSupport,"@121275 Hi there, sorry but can you explain further? We'd like to understand better on your concern. Thank you. -Miza"
121375,@AirAsiaSupport Hi. Need your help in changing my gender in the booking details &amp; my surname appears twice. Just DMed u. Appreciate ur help.,AirAsiaSupport,@121375 we have replied to you via DM.Thanks-Emir
121397,@115798 any further update on CAS-19872968-02093R. It’s regarding a refund. I heard back quickly originally however no reply for 2weeks,AirAsiaSupport,"@121397 Hi Chloe, refund for IHJT5J was processed on 26Sep17 and should reflect on your end of October card statement. Thanks. -Floi"
121520,@AirAsiaSupport i already bought ticket from Bali-Tokyo can i change destination and go Instead to Hanoi? Same date,AirAsiaSupport,@121520 Sorry but Route Change is strictly not allowed. Only Flight Change date/time is possible.-Mariya
121733,"@AirAsiaSupport pnr-RJJ26Z i ddnt got call,mssge,mail frm u guys rgardng rshedule.bcz of ths bad srvc i msed my flght no cmpnstion no refnd.",AirAsiaSupport,"@121733 Hi There , we have replied you via email.Thanks-Emir"
121735,@AirAsiaSupport when will air asia starting Jaipur-Kualalampur direct flight ? Any updates ?,AirAsiaSupport,"@121735 Sorry but we are unable to advise this for now, AK. You can always tune in to the Website and Fan pages for updates. :) -Miza"
121953,@AirAsiaSupport I want to add a child (8 years) to an existing booking. Please advise,AirAsiaSupport,"@121953 Hi Sharad, please proceed to the nearest service counter as you wish to puchase for the child booking. Thanks - Fam"
121954,@AirAsiaSupport Please check dm. Thank you !,AirAsiaSupport,"@121954 Sorry, flight change can only be done up to 48 hours before departure, so you can only make a flight change for return flight. -Fam"
122345,@AirAsiaSupport hey kindly check your dm please:) thank you,AirAsiaSupport,"@122345 We will assist you via DM accordingly, Danang. :) -Miza"
122454,"@AirAsiaSupport pls inform if transit passenger from changi-ccu require Malaysia visa waiting 6 hrs connecting flight CCU, checkbag is there",AirAsiaSupport,"@122454 Hi Jita, May we know your booking number please ? Before advice further. Thank you- Mariya"
122455,"@AirAsiaSupport
DLP1RW
I purchase the ticket via Traveloka.
I would like to link with my airasia apps and manage my booking (seat &amp; meals)",AirAsiaSupport,"@122455 We will assist you via DM, Firdaus. :) -Miza"
122695,Air Asia your customer service is horrible. I have been waiting for my refund for a month @AirAsiaSupport,AirAsiaSupport,"@122695 Sorry for the inconvenience, Diana. May we have the booking number to check? -Miza"
122885,@AirAsiaSupport Thank you for patiently helping me with my flight booking problem. i did not know that i'm not allowed to change passenger,AirAsiaSupport,@122885 Our pleasure. Sorry as we can't help you with the Change of Passenger as it's strictly not allowed though. Thanks. -miza
123001,"PNR FL816D,Return flight rescheduled. 2 Passengers inconvenienced. Can they travel in an earlier flight the same day?",AirAsiaSupport,@123001 Hi Adithya .Yes this can be done . Please confirm move to I5 1325 18NOV17 GOI-BLR 07:50-09:05 .Thanks-Emir
123324,"@AirAsiaSupport
the new flight time of Ak6114 on 23/11/17 didn't match my plan. Can i request for another alternative flight time?",AirAsiaSupport,@123324 May we have your booking number for a check please Foo? =) Yana
123810,@115798,AirAsiaSupport,"@123810 Hi Kelly, we've replied your DM. Check it out. Thanks. -Floi"
124127,@AirAsiaSupport i DMed you my problem and im hoping that you could help. Thank you so much and have a good day ahead!,AirAsiaSupport,"@124127  Hi There, title correction done. Please check your mailbox for the revised itinerary. Thank you. -Prabu"
124128,@AirAsiaSupport 出発は同じ日のPM11時45分でお願いします,AirAsiaSupport,@124128 Hi There! Is it fine if you can tweet us in English or click here https://t.co/TZMFxtTrBt for call centre. Thanks -Prabu
124425,"@AirAsiaSupport hallo, untuk memilih seat kursi apa bisa dilakukan saat check in offline?",AirAsiaSupport,"@124425 Hai Arifinnal,kamu bisa pra-tempah kerusi sewaktu online check-in atau di Manage My Booking sehingga 4 jam sebelum berlepas -Miza"
125331,"Hi @AirAsiaSupport, are all of your flights in/out of Singapore be in Changi Airport Terminal 4? Or still at T2? Appreciate your response.",AirAsiaSupport,"@125331 Hi Ricahrd, we are now moving to the new Changi Airport Terminal 4 for flights to/ from SIN. :) -Miza"
125333,@AirAsiaSupport  i cant print my boarding pass.. URB46E,AirAsiaSupport,"@125333 Hi There, you may click here https://t.co/QQmS64ud9k to reprint the boarding pass. Thank you. -Prabu"
125822,"@AirAsiaSupport @115802 i booked ticket bki-mnl (REF num-DFIVJL) can i still pay for the ticket, direct by caunter at KKIA",AirAsiaSupport,@125822 Sorry but booking has already expired. Kindly proceed with new booking and ensure payment is successfully made. Thanks -Prabu
125823,@AirAsiaSupport IS THE booking HLV58G confirmed ? ** Bookings that have flight/s within the cutoff time for making payments online.,AirAsiaSupport,"@125823 Hi, sorry but booking has already expired. Kindly proceed with new booking and ensure payment is successfully made. Thanks-Prabu"
126047,"@AirAsiaSupport hi, can hand luggagge ( cabin &lt; 7kg) combined with luggage ( additional checked 15kg luggage ) become one 22kg luggage ?",AirAsiaSupport,"@126047 Hi There, sorry, it's not allowed to combined with the baggage allowance. Thank you. -Prabu"
126048,@AirAsiaSupport Hi may i ask your assistance regarding a change in my gender in my booking detail from male to female? Thank you,AirAsiaSupport,"@126048 Hi There, may we have the booking number, guest's name and correct title? -Prabu"
126255,"@AirAsiaSupport my son  booked today for Kulalampore, booking no.  LTDTFB but return  tckt not received,  please help...",AirAsiaSupport,"@126255 Hi There, you may click here https://t.co/IiyAqtiYcF for more information on checked in policy. Thank you. -Prabu"
126936,@AirAsiaSupport @1238 flight bound to Delhi from Goa has this dirty tray. Seems like housekeeping department was on leave. Help! https://t.co/mSbXBDrQ6C,AirAsiaSupport,"@126936 Hi There, sorry for the inconvenience. We forwarded to the relevant team to check accordingly. Thank you. -Prabu"
126937,@AirAsiaSupport,AirAsiaSupport,"@126937 Hi There, sorry but kindly explain further. We will assist and advise accordingly on your issue. Thank you. -Prabu"
127692,@AirAsiaSupport  hi AA! Should the booking be made to include “binti” in the passenger’s name?  I have made a booking under booking number NNB5MG but didnt include “binti” as per what in my pasport. Should any changes be made? Tq,AirAsiaSupport,"@127692 Hi there, don't worry.It's doesn't affect you from boarding as long as your date of birth is correct,then it should be fine.JM"
127693,"@115802 hello
 can you help me to check is there any flight delay or cancellation from KL to Sibu on 24 November 2017. 1920 PM (7:20 PM)  The Booking number : JLL9PA",AirAsiaSupport,"@127693 Your flight has been retimed from 18:50 to 19:20, Yu Shyang. There are no other changes as of now. Thank you. -Miza"
128274,@AirAsiaSupport I booked flight January 15th with @128275 I need to amend booking. I've been unable to phone or live chat. Can you help?,AirAsiaSupport,"@128274 Hi There, may we have the booking number and the correct name? -Prabu"
128276,"@AirAsiaSupport 
入力するとエラーが出る",AirAsiaSupport,@128276 Hi There! Is it fine if you can tweet us in English or click here https://t.co/TZMFxtTrBt for call centre. Thanks -Prabu
128460,@AirAsiaSupport bukd tkt wth Pnr #LMBURW frm @53111 To @53112. Money deducted 4m bank but showing payment not settled in ur website. Plz help.,AirAsiaSupport,"@128460  Hi There, may we have the full name of the guest, email address used and flight details (destinations/dates)? -Prabu"
128670,"@AirAsiaSupport  hi please help to make a name correction, the right one is ""(YOSINTA JAN 24/4/1988)booking number (JN6JMT) thank you",AirAsiaSupport,"@128670 Hi There, name correction done. Please check your mailbox for the revised itinerary. Thank you. -Prabu"
128845,@AirAsiaSupport is AK721 delayed again? Please at least announce to us! Staff is no where to be seen!,AirAsiaSupport,"@128845  Hi Calvin, sorry for the inconvenience. May we have the booking number for a check? -Prabu"
129005,"@AirAsiaSupport hi i booked a flight for my sister, but i mistakenly put her as male, will there be any problem for her later? Id : UISEKF",AirAsiaSupport,"@129005 Hi There, title correction done. Please check your mailbox for the revised itinerary. Thank you. -Prabu"
129555,Hai @AirAsiaSupport I did my web checkin but I haven’t received the boarding pass through email yet. Booking number RLI3RZ,AirAsiaSupport,"@129555  Hi Aida, you may click here https://t.co/QQmS64ud9k to reprint the boarding pass. Thank you. -Prabu"
129759,@AirAsiaSupport I already book flight on Jan 2018. But i miss to check the initial. Supposely my initial is MS but turn to be MR? so how?,AirAsiaSupport,"@129759 Hi There, may we have the booking number, guest's name and correct title? -Prabu"
129927,"@AirAsiaSupport Hi, please help me to check my booking- TW9ZTT whether the add-on in luggage is successful.",AirAsiaSupport,@129927 As we can see there is 20kg baggage allowance for both sector. We can help you to add it. May we have the preferred KG/Meals? -PR
